"Species_ID","species","Habitat","Suitability"
54701,"Rhinella margaritifera","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
41065,"Rhinella marina","1.5. Forest - Subtropical/Tropical Dry","Suitable"
41065,"Rhinella marina","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
41065,"Rhinella marina","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
41065,"Rhinella marina","2.1. Savanna - Dry","Suitable"
41065,"Rhinella marina","2.2. Savanna - Moist","Suitable"
41065,"Rhinella marina","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
41065,"Rhinella marina","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
41065,"Rhinella marina","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
41065,"Rhinella marina","13.4. Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes","Marginal"
41065,"Rhinella marina","13.5. Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable"
41065,"Rhinella marina","14.1. Artificial/Terrestrial - Arable Land","Suitable"
41065,"Rhinella marina","14.2. Artificial/Terrestrial - Pastureland","Suitable"
41065,"Rhinella marina","14.3. Artificial/Terrestrial - Plantations","Suitable"
41065,"Rhinella marina","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
41065,"Rhinella marina","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
41065,"Rhinella marina","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
41065,"Rhinella marina","15.3. Artificial/Aquatic - Aquaculture Ponds","Suitable"
41065,"Rhinella marina","15.4. Artificial/Aquatic - Salt Exploitation Sites","Suitable"
41065,"Rhinella marina","15.6. Artificial/Aquatic - Wastewater Treatment Areas","Marginal"
41065,"Rhinella marina","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
41065,"Rhinella marina","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
136054,"Rhinella martyi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
61753,"Rhinella multiverrucosa","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54715,"Rhinella nesiotes","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54715,"Rhinella nesiotes","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54879,"Rhinella nicefori","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54720,"Rhinella ocellata","2.2. Savanna - Moist","Suitable"
54720,"Rhinella ocellata","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
54720,"Rhinella ocellata","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
61754,"Rhinella ornata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54735,"Rhinella poeppigii","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54735,"Rhinella poeppigii","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54735,"Rhinella poeppigii","14.1. Artificial/Terrestrial - Arable Land","Marginal"
54735,"Rhinella poeppigii","14.2. Artificial/Terrestrial - Pastureland","Marginal"
61756,"Rhinella pombali","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
61756,"Rhinella pombali","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54737,"Rhinella proboscidea","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54740,"Rhinella pygmaea","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54740,"Rhinella pygmaea","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
54740,"Rhinella pygmaea","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
54740,"Rhinella pygmaea","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
54742,"Rhinella quechua","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54749,"Rhinella roqueana","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54881,"Rhinella rostrata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54750,"Rhinella rubescens","2.2. Savanna - Moist","Suitable"
54750,"Rhinella rubescens","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
54750,"Rhinella rubescens","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
54750,"Rhinella rubescens","14.2. Artificial/Terrestrial - Pastureland","Suitable"
54750,"Rhinella rubescens","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
54750,"Rhinella rubescens","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
54751,"Rhinella rubropunctata","1.3. Forest - Subantarctic","Suitable"
54751,"Rhinella rubropunctata","1.4. Forest - Temperate","Suitable"
54751,"Rhinella rubropunctata","1.5. Forest - Subtropical/Tropical Dry","Suitable"
54882,"Rhinella ruizi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54882,"Rhinella ruizi","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
54752,"Rhinella rumbolli","1.4. Forest - Temperate","Suitable"
54755,"Rhinella schneideri","1.5. Forest - Subtropical/Tropical Dry","Suitable"
54755,"Rhinella schneideri","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54755,"Rhinella schneideri","2.2. Savanna - Moist","Suitable"
54755,"Rhinella schneideri","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54755,"Rhinella schneideri","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
54755,"Rhinella schneideri","3.7. Shrubland - Subtropical/Tropical High Altitude","Suitable"
54755,"Rhinella schneideri","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
54755,"Rhinella schneideri","14.2. Artificial/Terrestrial - Pastureland","Suitable"
54755,"Rhinella schneideri","14.3. Artificial/Terrestrial - Plantations","Suitable"
54755,"Rhinella schneideri","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
54755,"Rhinella schneideri","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
54756,"Rhinella scitula","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54757,"Rhinella sclerocephala","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54763,"Rhinella spinulosa","1.3. Forest - Subantarctic","Suitable"
54763,"Rhinella spinulosa","1.4. Forest - Temperate","Suitable"
54763,"Rhinella spinulosa","3.4. Shrubland - Temperate","Suitable"
54763,"Rhinella spinulosa","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54763,"Rhinella spinulosa","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
54763,"Rhinella spinulosa","8.2. Desert - Temperate","Suitable"
54763,"Rhinella spinulosa","14.1. Artificial/Terrestrial - Arable Land","Marginal"
54763,"Rhinella spinulosa","14.2. Artificial/Terrestrial - Pastureland","Marginal"
54764,"Rhinella stanlaii","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54767,"Rhinella sternosignata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54767,"Rhinella sternosignata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
136029,"Rhinella tacana","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54883,"Rhinella tenrec","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54883,"Rhinella tenrec","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54791,"Rhinella vellardi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54792,"Rhinella veraguensis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54792,"Rhinella veraguensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
135796,"Rhinella veredas","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
135985,"Rhinella yanachaga","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
19513,"Rhinoderma darwinii","1.3. Forest - Subantarctic","Suitable"
19513,"Rhinoderma darwinii","1.4. Forest - Temperate","Suitable"
19514,"Rhinoderma rufum","1.4. Forest - Temperate","Suitable"
59040,"Rhinophrynus dorsalis","1.5. Forest - Subtropical/Tropical Dry","Suitable"
59040,"Rhinophrynus dorsalis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59040,"Rhinophrynus dorsalis","2.1. Savanna - Dry","Suitable"
59040,"Rhinophrynus dorsalis","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
59040,"Rhinophrynus dorsalis","4.4. Grassland - Temperate","Suitable"
59040,"Rhinophrynus dorsalis","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59040,"Rhinophrynus dorsalis","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59040,"Rhinophrynus dorsalis","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
59040,"Rhinophrynus dorsalis","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
57965,"Rhombophryne alluaudi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57965,"Rhombophryne alluaudi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57969,"Rhombophryne coronata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57969,"Rhombophryne coronata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57969,"Rhombophryne coronata","14.3. Artificial/Terrestrial - Plantations","Marginal"
57969,"Rhombophryne coronata","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
57970,"Rhombophryne coudreaui","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57971,"Rhombophryne guentherpetersi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57973,"Rhombophryne laevipes","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57973,"Rhombophryne laevipes","1.9. Forest - Subtropical/Tropical Moist Montane","Marginal"
57973,"Rhombophryne laevipes","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
57975,"Rhombophryne minuta","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57975,"Rhombophryne minuta","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57994,"Rhombophryne testudo","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57994,"Rhombophryne testudo","14.3. Artificial/Terrestrial - Plantations","Suitable"
57994,"Rhombophryne testudo","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
59435,"Rhyacotriton cascadae","1.4. Forest - Temperate","Suitable"
59436,"Rhyacotriton kezeri","1.4. Forest - Temperate","Suitable"
59437,"Rhyacotriton olympicus","1.4. Forest - Temperate","Suitable"
59438,"Rhyacotriton variegatus","1.4. Forest - Temperate","Suitable"
54943,"Rulyrana adiazeta","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54961,"Rulyrana flavopunctata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54961,"Rulyrana flavopunctata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
158475,"Rulyrana mcdiarmidi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54994,"Rulyrana spiculata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54997,"Rulyrana susatamai","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54997,"Rulyrana susatamai","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57322,"Rupirana cardosoi","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
54944,"Sachatamia albomaculata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54944,"Sachatamia albomaculata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54920,"Sachatamia ilex","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54920,"Sachatamia ilex","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
54983,"Sachatamia punctulata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
54983,"Sachatamia punctulata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59464,"Salamandra algira","1.4. Forest - Temperate","Suitable"
19843,"Salamandra atra","1.4. Forest - Temperate","Suitable"
19843,"Salamandra atra","4.4. Grassland - Temperate","Suitable"
19843,"Salamandra atra","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59465,"Salamandra corsica","1.4. Forest - Temperate","Suitable"
59465,"Salamandra corsica","3.8. Shrubland - Mediterranean-type Shrubby Vegetation","Marginal"
59466,"Salamandra infraimmaculata","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
19845,"Salamandra lanzai","1.4. Forest - Temperate","Suitable"
19845,"Salamandra lanzai","4.4. Grassland - Temperate","Suitable"
19845,"Salamandra lanzai","14.2. Artificial/Terrestrial - Pastureland","Suitable"
59467,"Salamandra salamandra","1.4. Forest - Temperate","Suitable"
59467,"Salamandra salamandra","14.1. Artificial/Terrestrial - Arable Land","Marginal"
59467,"Salamandra salamandra","14.2. Artificial/Terrestrial - Pastureland","Marginal"
59467,"Salamandra salamandra","14.3. Artificial/Terrestrial - Plantations","Marginal"
59467,"Salamandra salamandra","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
59467,"Salamandra salamandra","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
59114,"Salamandrella keyserlingii","1.1. Forest - Boreal","Suitable"
59114,"Salamandrella keyserlingii","1.2. Forest - Subarctic","Suitable"
59114,"Salamandrella keyserlingii","1.4. Forest - Temperate","Suitable"
59114,"Salamandrella keyserlingii","3.1. Shrubland - Subarctic","Suitable"
59114,"Salamandrella keyserlingii","3.4. Shrubland - Temperate","Suitable"
59114,"Salamandrella keyserlingii","4.2. Grassland - Subarctic","Marginal"
59114,"Salamandrella keyserlingii","4.4. Grassland - Temperate","Marginal"
59114,"Salamandrella keyserlingii","14.1. Artificial/Terrestrial - Arable Land","Suitable"
59114,"Salamandrella keyserlingii","14.2. Artificial/Terrestrial - Pastureland","Marginal"
59114,"Salamandrella keyserlingii","14.3. Artificial/Terrestrial - Plantations","Marginal"
59114,"Salamandrella keyserlingii","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
59114,"Salamandrella keyserlingii","14.5. Artificial/Terrestrial - Urban Areas","Marginal"
59114,"Salamandrella keyserlingii","15.3. Artificial/Aquatic - Aquaculture Ponds","Marginal"
136135,"Salamandrina perspicillata","1.5. Forest - Subtropical/Tropical Dry","Suitable"
59468,"Salamandrina terdigitata","1.4. Forest - Temperate","Suitable"
58539,"Sanguirana albotuberculata","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58539,"Sanguirana albotuberculata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58539,"Sanguirana albotuberculata","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58595,"Sanguirana everetti","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58595,"Sanguirana everetti","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58595,"Sanguirana everetti","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58623,"Sanguirana igorota","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58623,"Sanguirana igorota","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58623,"Sanguirana igorota","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58650,"Sanguirana luzonensis","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58650,"Sanguirana luzonensis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58650,"Sanguirana luzonensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58709,"Sanguirana sanguinea","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58709,"Sanguirana sanguinea","1.8. Forest - Subtropical/Tropical Swamp","Marginal"
58709,"Sanguirana sanguinea","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
58709,"Sanguirana sanguinea","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
58739,"Sanguirana tipanan","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58739,"Sanguirana tipanan","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57995,"Scaphiophryne boribory","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
57995,"Scaphiophryne boribory","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
57995,"Scaphiophryne boribory","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57996,"Scaphiophryne brevis","1.5. Forest - Subtropical/Tropical Dry","Suitable"
57996,"Scaphiophryne brevis","2.1. Savanna - Dry","Suitable"
57996,"Scaphiophryne brevis","2.2. Savanna - Moist","Marginal"
57996,"Scaphiophryne brevis","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
57996,"Scaphiophryne brevis","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
57996,"Scaphiophryne brevis","14.1. Artificial/Terrestrial - Arable Land","Suitable"
57996,"Scaphiophryne brevis","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
57997,"Scaphiophryne calcarata","1.5. Forest - Subtropical/Tropical Dry","Suitable"
57997,"Scaphiophryne calcarata","2.1. Savanna - Dry","Suitable"
57997,"Scaphiophryne calcarata","2.2. Savanna - Moist","Suitable"
57997,"Scaphiophryne calcarata","3.5. Shrubland - Subtropical/Tropical Dry","Marginal"
57997,"Scaphiophryne calcarata","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
57997,"Scaphiophryne calcarata","14.1. Artificial/Terrestrial - Arable Land","Suitable"
57998,"Scaphiophryne gottlebei","1.5. Forest - Subtropical/Tropical Dry","Suitable"
57998,"Scaphiophryne gottlebei","2.1. Savanna - Dry","Suitable"
57998,"Scaphiophryne gottlebei","2.2. Savanna - Moist","Suitable"
57999,"Scaphiophryne madagascariensis","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
57999,"Scaphiophryne madagascariensis","2.2. Savanna - Moist","Suitable"
57999,"Scaphiophryne madagascariensis","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
57999,"Scaphiophryne madagascariensis","14.1. Artificial/Terrestrial - Arable Land","Suitable"
58000,"Scaphiophryne marmorata","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58000,"Scaphiophryne marmorata","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58000,"Scaphiophryne marmorata","1.9. Forest - Subtropical/Tropical Moist Montane","Marginal"
58000,"Scaphiophryne marmorata","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
61859,"Scaphiophryne menabensis","1.5. Forest - Subtropical/Tropical Dry","Suitable"
58002,"Scaphiophryne spinosa","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
58002,"Scaphiophryne spinosa","1.8. Forest - Subtropical/Tropical Swamp","Suitable"
58002,"Scaphiophryne spinosa","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
58002,"Scaphiophryne spinosa","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
59041,"Scaphiopus couchii","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59041,"Scaphiopus couchii","3.4. Shrubland - Temperate","Suitable"
59041,"Scaphiopus couchii","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
59041,"Scaphiopus couchii","4.4. Grassland - Temperate","Suitable"
59041,"Scaphiopus couchii","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
59042,"Scaphiopus holbrookii","1.4. Forest - Temperate","Suitable"
59042,"Scaphiopus holbrookii","3.4. Shrubland - Temperate","Suitable"
59042,"Scaphiopus holbrookii","4.4. Grassland - Temperate","Suitable"
59043,"Scaphiopus hurterii","1.4. Forest - Temperate","Suitable"
59043,"Scaphiopus hurterii","3.4. Shrubland - Temperate","Suitable"
59043,"Scaphiopus hurterii","4.4. Grassland - Temperate","Suitable"
55920,"Scarthyla goinorum","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55688,"Scarthyla vigilans","2.1. Savanna - Dry","Suitable"
55688,"Scarthyla vigilans","2.2. Savanna - Moist","Suitable"
55688,"Scarthyla vigilans","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
55688,"Scarthyla vigilans","14.2. Artificial/Terrestrial - Pastureland","Suitable"
54885,"Schismaderma carens","2.1. Savanna - Dry","Suitable"
54885,"Schismaderma carens","2.2. Savanna - Moist","Suitable"
54885,"Schismaderma carens","3.5. Shrubland - Subtropical/Tropical Dry","Suitable"
54885,"Schismaderma carens","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
54885,"Schismaderma carens","4.5. Grassland - Subtropical/Tropical Dry","Suitable"
54885,"Schismaderma carens","14.1. Artificial/Terrestrial - Arable Land","Suitable"
54885,"Schismaderma carens","14.2. Artificial/Terrestrial - Pastureland","Suitable"
54885,"Schismaderma carens","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
54885,"Schismaderma carens","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
59591,"Schistometopum gregorii","14.3. Artificial/Terrestrial - Plantations","Suitable"
59591,"Schistometopum gregorii","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
59591,"Schistometopum gregorii","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
59591,"Schistometopum gregorii","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
59592,"Schistometopum thomense","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
59592,"Schistometopum thomense","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
59592,"Schistometopum thomense","14.3. Artificial/Terrestrial - Plantations","Suitable"
59592,"Schistometopum thomense","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
55921,"Scinax acuminatus","2.2. Savanna - Moist","Suitable"
55921,"Scinax acuminatus","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55921,"Scinax acuminatus","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
55921,"Scinax acuminatus","14.2. Artificial/Terrestrial - Pastureland","Suitable"
55921,"Scinax acuminatus","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
55921,"Scinax acuminatus","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
55921,"Scinax acuminatus","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
55922,"Scinax agilis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55922,"Scinax agilis","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55922,"Scinax agilis","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
55923,"Scinax albicans","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55923,"Scinax albicans","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55924,"Scinax alcatraz","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55924,"Scinax alcatraz","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
55925,"Scinax altae","1.5. Forest - Subtropical/Tropical Dry","Suitable"
55925,"Scinax altae","2.2. Savanna - Moist","Suitable"
55925,"Scinax altae","14.3. Artificial/Terrestrial - Plantations","Suitable"
55925,"Scinax altae","14.4. Artificial/Terrestrial - Rural Gardens","Marginal"
55925,"Scinax altae","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
55926,"Scinax alter","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55926,"Scinax alter","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
55926,"Scinax alter","14.2. Artificial/Terrestrial - Pastureland","Suitable"
55927,"Scinax angrensis","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55928,"Scinax arduous","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55929,"Scinax argyreornatus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55929,"Scinax argyreornatus","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55929,"Scinax argyreornatus","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55929,"Scinax argyreornatus","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal"
55930,"Scinax ariadne","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55930,"Scinax ariadne","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
61792,"Scinax aromothyella","1.6. Forest - Subtropical/Tropical Moist Lowland","Marginal"
61792,"Scinax aromothyella","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
55932,"Scinax auratus","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55932,"Scinax auratus","3.6. Shrubland - Subtropical/Tropical Moist","Suitable"
55932,"Scinax auratus","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
55933,"Scinax baumgardneri","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
195500,"Scinax belloni","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
55934,"Scinax berthae","1.6. Forest - Subtropical/Tropical Moist Lowland","Marginal"
55934,"Scinax berthae","4.4. Grassland - Temperate","Suitable"
55934,"Scinax berthae","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
55934,"Scinax berthae","14.2. Artificial/Terrestrial - Pastureland","Suitable"
55934,"Scinax berthae","14.6. Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable"
55935,"Scinax blairi","2.2. Savanna - Moist","Suitable"
55935,"Scinax blairi","14.2. Artificial/Terrestrial - Pastureland","Suitable"
55935,"Scinax blairi","14.3. Artificial/Terrestrial - Plantations","Suitable"
55935,"Scinax blairi","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
55935,"Scinax blairi","15.8. Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable"
55935,"Scinax blairi","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
55936,"Scinax boesemani","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55937,"Scinax boulengeri","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55937,"Scinax boulengeri","14.2. Artificial/Terrestrial - Pastureland","Suitable"
55937,"Scinax boulengeri","14.3. Artificial/Terrestrial - Plantations","Suitable"
55937,"Scinax boulengeri","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
55937,"Scinax boulengeri","14.5. Artificial/Terrestrial - Urban Areas","Suitable"
55939,"Scinax caldarum","4.6. Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable"
55939,"Scinax caldarum","4.7. Grassland - Subtropical/Tropical High Altitude","Suitable"
55939,"Scinax caldarum","14.2. Artificial/Terrestrial - Pastureland","Suitable"
55939,"Scinax caldarum","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
55939,"Scinax caldarum","15.9. Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable"
55940,"Scinax canastrensis","1.5. Forest - Subtropical/Tropical Dry","Suitable"
55940,"Scinax canastrensis","2.2. Savanna - Moist","Suitable"
55940,"Scinax canastrensis","14.2. Artificial/Terrestrial - Pastureland","Suitable"
55940,"Scinax canastrensis","14.4. Artificial/Terrestrial - Rural Gardens","Suitable"
55941,"Scinax cardosoi","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55941,"Scinax cardosoi","1.9. Forest - Subtropical/Tropical Moist Montane","Suitable"
55942,"Scinax carnevallii","1.6. Forest - Subtropical/Tropical Moist Lowland","Suitable"
55943,"Scinax castroviejoi","1.5. Forest - Subtropical/Tropical Dry","Suitable"
