"species","genus","depth_position","source","DepthPrefMin","DepthPrefMax","SpeciesID","SpecCode"
"ophiodromus angustifrons","ophiodromus","benthic","genus gapfill",2,11,"SLB-113042",39232
"sigambra parva","sigambra","benthic","fishbase",147,479,"W-Pol-130702",39270
"synelmis klatti","synelmis","benthic","fishbase",38,101,"SLB-2763",39278
"pionosyllis gesae","pionosyllis","benthic","fishbase",28,92,"SLB-3321",39284
"parandalia fauveli","parandalia","benthic","fishbase",1,2,"SLB-2747",39288
"trypanosyllis gigantea","trypanosyllis","benthic","fishbase",163,435,"W-Pol-131465",39349
"eusyllis blomstrandi","eusyllis","benthic","fishbase",580,1601,"W-Pol-131290",39358
"typosyllis cornuta","typosyllis","benthic","fishbase",6,12,"SLB-3419",39391
"exogone naidina","exogone","benthic","fishbase",23,100,"W-Pol-327985",39417
"sphaerosyllis bilobata","sphaerosyllis","benthic","fishbase",1,9,"W-Pol-332000",39439
"brania gallagheri","brania","benthic","fishbase",12,15,"W-Pol-333150",39452
"plakosyllis quadrioculata","plakosyllis","benthic","fishbase",18,81,"SLB-3334",39477
"eunice pennata","eunice","benthic","fishbase",841,931,"W-Pol-130060",39497
"eunice afra","eunice","benthic","fishbase",2,11,"W-Pol-209828",39512
"eunice indica","eunice","benthic","fishbase",144,427,"W-Pol-209824",39514
"eunice laticeps","eunice","benthic","fishbase",103,358,"W-Pol-327710",39517
"diopatra ornata","diopatra","benthic","fishbase",9,45,"W-Pol-326964",39534
"nothria conchylega","nothria","benthic","fishbase",369,756,"W-Pol-130467",39540
"eunice australis","eunice","benthic","fishbase",60,229,"W-Pol-209825",39557
"carazziella hobsonae","carazziella","benthic","fishbase",3,4,"W-Pol-327357",39590
"boccardiella hamata","boccardiella","benthic","fishbase",0,1,"W-Pol-333121",39595
"schistomeringos longicornis","schistomeringos","benthic","fishbase",4,8,"W-Pol-334731",40069
"diplocirrus glaucus","diplocirrus","benthic","fishbase",305,922,"W-Pol-130100",40598
"scalibregma inflatum","scalibregma","benthic","fishbase",331,990,"W-Pol-130980",40627
"terebellides stroemii","terebellides","benthic","fishbase",184,582,"W-Pol-131573",39665
"chone infundibuliformis","chone","benthic","fishbase",85,310,"W-Pol-130891",39672
"chone duneri","chone","benthic","fishbase",3,11,"W-Pol-130888",39674
"potamilla reniformis","potamilla","benthic","fishbase",21,58,"SLB-3936",39691
"bispira crassicornis","bispira","benthic","fishbase",20,28,"W-Pol-130871",39692
"limnodriloides rubicundus","limnodriloides","reef","fishbase",74,75,"W-Oli-475824",39706
"amphitrite cirrata","amphitrite","benthic","fishbase",128,430,"W-Pol-131474",39718
"drilonereis magna","drilonereis","benthic","fishbase",17,34,"W-Pol-157358",39732
"poecilochaetus serpens","poecilochaetus","benthic","fishbase",556,1544,"W-Pol-130711",39765
"heterospio catalinensis","heterospio","benthic","fishbase",49,52,"W-Pol-333622",39769
"phyllochaetopterus prolifica","phyllochaetopterus","benthic","fishbase",2,13,"W-Pol-330562",39774
"spiochaetopterus typicus","spiochaetopterus","benthic","fishbase",503,1398,"W-Pol-129924",39778
"neanthes succinea","neanthes","benthic","fishbase",1,7,"SLB-2396",39781
"nereis coutieri","nereis","benthic","fishbase",2,11,"W-Pol-334180",39797
"platynereis australis","platynereis","benthic","fishbase",10,50,"W-Pol-334555",39812
"laeonereis culveri","laeonereis","benthic","fishbase",4,13,"W-Pol-333727",39822
"perinereis cultrifera","perinereis","benthic","fishbase",3,20,"W-Pol-130408",39832
"namalycastis abiuma","namalycastis","benthic","fishbase",2,11,"W-Pol-334063",39845
"nephtys paradoxa","nephtys","benthic","fishbase",276,782,"W-Pol-130365",39852
"nephtys incisa","nephtys","benthic","fishbase",25,93,"W-Pol-130362",39859
"nephtys cirrosa","nephtys","benthic","fishbase",42,168,"W-Pol-130357",39866
"aglaophamus malmgreni","aglaophamus","benthic","fishbase",494,1366,"W-Pol-130344",39877
"aglaophamus lyrochaetus","aglaophamus","benthic","fishbase",59,121,"SLB-113139",39885
"glycera capitata","glycera","benthic","fishbase",12,16,"W-Pol-130118",39920
"glycera convoluta","glycera","benthic","fishbase",5,26,"SLB-2108",39929
"glycera alba","glycera","benthic","fishbase",70,263,"W-Pol-130116",39930
"glycera rouxi","glycera","benthic","fishbase",22,95,"SLB-2116",39932
"glycera tridactyla","glycera","benthic","fishbase",140,475,"W-Pol-130130",39936
"glycinde nordmanni","glycinde","benthic","fishbase",21,91,"W-Pol-130136",39943
"goniada maculata","goniada","benthic","fishbase",35,95,"W-Pol-130140",39947
"goniada littorea","goniada","benthic","fishbase",20,41,"W-Pol-157399",39950
"mediomastus ambiseta","mediomastus","benthic","fishbase",2,10,"W-Pol-157482",39997
"dipolydora caulleryi","dipolydora","benthic","fishbase",29,96,"W-Pol-131116",40206
"dipolydora quadrilobata","dipolydora","benthic","fishbase",6,11,"W-Pol-131121",40229
"polydora websteri","polydora","benthic","fishbase",12,13,"W-Pol-153847",40233
"pseudopolydora kempi","pseudopolydora","benthic","fishbase",1,8,"W-Pol-131167",40267
"streblospio benedicti","streblospio","benthic","fishbase",3,10,"W-Pol-131191",40273
"dispio uncinata","dispio","benthic","fishbase",3,8,"W-Pol-131125",40274
"scolelepis squamata","scolelepis","benthic","fishbase",2,14,"SLB-4271",40275
"prionospio polybranchiata","prionospio","benthic","fishbase",166,492,"W-Pol-338535",40294
"spio filicornis","spio","benthic","fishbase",210,250,"W-Pol-131183",40307
"spiophanes bombyx","spiophanes","benthic","fishbase",8,31,"W-Pol-131187",40332
"spiophanes berkeleyorum","spiophanes","benthic","fishbase",14,15,"W-Pol-334829",40335
"prionospio cirrifera","prionospio","benthic","fishbase",445,1275,"W-Pol-131153",40342
"magelona pacifica","magelona","benthic","fishbase",127,434,"W-Pol-329151",40349
"neoamphitrite affinis","neoamphitrite","benthic","fishbase",134,430,"W-Pol-131502",40374
"neoamphitrite edwardsi","neoamphitrite","benthic","fishbase",29,30,"W-Pol-131503",40376
"nicolea zostericola","nicolea","benthic","fishbase",210,250,"W-Pol-131508",40379
"nicolea gracilibranchis","nicolea","benthic","fishbase",2,11,"W-Pol-334207",40437
"amaeana trilobata","amaeana","benthic","fishbase",15,66,"W-Pol-131471",40448
"lanice conchilega","lanice","benthic","fishbase",41,60,"W-Pol-131495",40456
"eudistylia polymorpha","eudistylia","benthic","fishbase",4,20,"W-Pol-333269",40475
"eudistylia vancouveri","eudistylia","benthic","fishbase",2,11,"W-Pol-333271",40477
"megalomma pigmentum","megalomma","benthic","fishbase",21,49,"SLB-3916",40483
"myxicola infundibulum","myxicola","benthic","fishbase",19,86,"W-Pol-130932",40487
"cirratulus cirratus","cirratulus","benthic","fishbase",5,26,"W-Pol-129959",40493
"aphelochaeta multifilis","aphelochaeta","benthic","fishbase",1004,2559,"W-Pol-332992",40510
"chaetozone setosa","chaetozone","benthic","fishbase",303,913,"W-Pol-129955",40521
"dodecaceria fewkesi","dodecaceria","benthic","fishbase",2,11,"W-Pol-327435",40529
"timarete anchylochaeta","timarete","benthic","fishbase",7,9,"W-Pol-129978",40543
"brada villosa","brada","benthic","fishbase",259,802,"W-Pol-130099",40568
"pherusa plumosa","pherusa","benthic","fishbase",210,250,"W-Pol-130113",40582
"armandia leptocirris","armandia","benthic","fishbase",2,11,"W-Pol-333049",40651
"ophelia denticulata","ophelia","benthic","fishbase",11,16,"W-Pol-155463",40657
"travisia hobsonae","travisia","benthic","fishbase",4,16,"W-Pol-332640",40668
"ophelina cylindricaudata","ophelina","benthic","fishbase",94,296,"W-Pol-130503",40679
"ophelina acuminata","ophelina","benthic","fishbase",23,60,"W-Pol-130500",40681
"sternaspis scutata","sternaspis","benthic","fishbase",59,111,"W-Pol-131242",40692
"capitella capitata","capitella","benthic","fishbase",377,1106,"W-Pol-129876",40694
"heteromastus filiformis","heteromastus","benthic","fishbase",0,2,"W-Pol-129884",40696
"notomastus latericeus","notomastus","benthic","fishbase",944,2430,"W-Pol-129898",40704
"ampharete finmarchica","ampharete","benthic","fishbase",408,1183,"W-Pol-129778",40718
"maldane sarsi","maldane","benthic","fishbase",644,1751,"W-Pol-130305",40722
"maldane cristata","maldane","benthic","fishbase",343,942,"W-Pol-329174",40724
"petaloproctus terricolus","petaloproctus","benthic","fishbase",20,65,"W-Pol-330500",40736
"praxillella gracilis","praxillella","benthic","fishbase",300,910,"W-Pol-130324",40742
"rhodine gracilior","rhodine","benthic","fishbase",120,394,"W-Pol-130330",40750
"praxillura longissima","praxillura","benthic","fishbase",254,750,"W-Pol-130327",40781
"fabricia sabella","fabricia","benthic","fishbase",11,15,"SLB-3888",40798
"jasmineira elegans","jasmineira","benthic","fishbase",158,525,"W-Pol-130921",40811
"notaulax phaeotaenia","notaulax","benthic","fishbase",2,9,"W-Pol-130935",40834
"owenia fusiformis","owenia","benthic","fishbase",5,15,"W-Pol-130544",40863
"phragmatopoma californica","phragmatopoma","benthic","fishbase",7,36,"W-Pol-334501",40885
"cistenides hyperborea","cistenides","benthic","fishbase",63,236,"W-Pol-157317",40896
"lagis koreni","lagis","benthic","fishbase",44,174,"W-Pol-152367",40901
"amphicteis gunneri","amphicteis","benthic","fishbase",748,1988,"W-Pol-129784",40924
"melinna cristata","melinna","benthic","fishbase",81,128,"W-Pol-129804",40934
"melinna elisabethae","melinna","benthic","fishbase",413,1186,"W-Pol-129805",40936
"ampharete borealis","ampharete","benthic","fishbase",57,206,"W-Pol-332927",40944
"anobothrus gracilis","anobothrus","benthic","fishbase",300,880,"W-Pol-129789",40947
"pista maculata","pista","benthic","fishbase",1,7,"W-Pol-868065",40952
"pista unibranchia","pista","benthic","fishbase",231,694,"W-Pol-131521",40956
"pista brevibranchiata","pista","benthic","fishbase",424,1220,"W-Pol-330754",40957
"thelepus crispus","thelepus","benthic","fishbase",1,8,"W-Pol-332560",40980
"thelepus cincinnatus","thelepus","benthic","fishbase",269,818,"W-Pol-131543",40982
"proclea graffii","proclea","benthic","fishbase",133,451,"W-Pol-157545",41000
"hydroides norvegicus","hydroides","benthic","fishbase",46,66,"SLB-93761",41091
"hydroides microtis","hydroides","benthic","fishbase",19,33,"W-Pol-333641",41095
"pomatoceros triqueter","pomatoceros","benthic","fishbase",46,66,"SLB-4052",41108
"paranthus niveus","paranthus","benthic","fishbase",11,53,"W-Hex-283463",42000
"sagartia troglodytes","sagartia","benthic","fishbase",5,26,"W-Hex-100994",42051
"halcampoides purpureus","halcampoides","benthic","fishbase",9,16,"W-Hex-592997",42063
"diadumene cincta","diadumene","benthic","fishbase",5,26,"W-Hex-100872",42078
"nemanthus nitidus","nemanthus","benthic","fishbase",34,51,"W-Hex-290452",42081
"cereus pedunculatus","cereus","benthic","fishbase",5,26,"W-Hex-100987",42102
"pomatoleios kraussii","pomatoleios","benthic","genus gapfill",2,11,"SLB-4054",41111
"salmacina dysteri","salmacina","benthic","fishbase",1,8,"W-Pol-131038",41120
"salmacina tribranchiata","salmacina","benthic","fishbase",1,8,"W-Pol-334720",41121
"ditrupa arietina","ditrupa","benthic","fishbase",102,362,"W-Pol-130987",41127
"liponema multiporum","liponema","benthic","fishbase",675,1520,"W-Hex-173373",41336
"stichodactyla tapetum","stichodactyla","benthic","fishbase",22,95,"W-Hex-291137",41337
"anthopleura xanthogrammica","anthopleura","benthic","fishbase",3,16,"W-Hex-283377",41593
"heteractis aurora","heteractis","benthic","fishbase",2,10,"W-Hex-290088",41598
"protanthea simplex","protanthea","benthic","fishbase",26,98,"W-Hex-100913",41612
"lamellibrachia barhami","lamellibrachia","benthic","fishbase",2126,2240,"W-Pol-265812",41723
"ridgeia piscesae","ridgeia","benthic","fishbase",1832,1983,"W-Pol-266009",41730
"crassibrachia sandersi","crassibrachia","benthic","fishbase",2423,3221,"W-Pol-265888",41735
"siboglinum ekmani","siboglinum","benthic","fishbase",504,566,"W-Pol-129116",41767
"anthopleura artemisia","anthopleura","benthic","fishbase",3,16,"W-Hex-283337",41817
"metridium farcimen","metridium","benthic","fishbase",22,95,"W-Hex-283704",41818
"telmatactis decora","telmatactis","benthic","fishbase",110,150,"W-Hex-283678",41877
"urticina felina","urticina","benthic","fishbase",35,141,"W-Hex-100834",41896
"hydractinia echinata","hydractinia","benthic","fishbase",80,294,"W-Hyd-117644",41926
"bythotiara depressa","bythotiara","pelagic","fishbase",82,300,"W-Hyd-284292",41962
"bougainvillia superciliaris","bougainvillia","pelagic","fishbase",0,3,"W-Hyd-117333",41967
"bougainvillia rugosa","bougainvillia","benthic","fishbase",1,4,"W-Hyd-117332",41973
"dofleinia armata","dofleinia","benthic","fishbase",7,14,"W-Hex-289841",41976
"boloceroides mcmurrichi","boloceroides","benthic","fishbase",22,95,"W-Hex-288925",42117
"edwardsia claparedii","edwardsia","benthic","fishbase",26,98,"W-Hex-100880",42122
"phymactis clematis","phymactis","benthic","fishbase",2,11,"W-Hex-290758",42133
"phymactis papillosa","phymactis","benthic","fishbase",1,9,"W-Hex-290760",42134
"tealia coriacea","tealia","benthic","fishbase",5,26,"SLB-57086",42152
"edwardsianthus pudica","edwardsianthus","benthic","fishbase",2,11,"SLB-58358",42161
"actinodendron plumosum","actinodendron","benthic","fishbase",0,2,"W-Hex-289349",42217
"actinia equina","actinia","benthic","fishbase",212,676,"W-Hex-100803",42237
"actinia tenebrosa","actinia","benthic","fishbase",2,11,"W-Hex-283309",42247
"epiactis prolifera","epiactis","benthic","fishbase",1,8,"W-Hex-283435",42259
"dactylanthus antarcticus","dactylanthus","benthic","fishbase",82,278,"W-Hex-289782",42269
"hormosoma scotti","hormosoma","benthic","fishbase",109,348,"W-Hex-172929",42283
"antholoba achates","antholoba","benthic","fishbase",37,151,"W-Hex-287436",42300
"edwardsia intermedia","edwardsia","benthic","fishbase",24,106,"SLB-58285",42301
"calliactis polypus","calliactis","benthic","fishbase",77,284,"W-Hex-220515",42338
"sagartiogeton undatus","sagartiogeton","benthic","fishbase",26,98,"W-Hex-101002",42346
"hormathia pectinata","hormathia","benthic","fishbase",168,530,"W-Hex-283637",42358
"cryptodendrum adhaesivum","cryptodendrum","benthic","fishbase",5,25,"W-Hex-289169",42362
"anthopleura sola","anthopleura","benthic","fishbase",2,10,"W-Hex-240753",42368
"actinauge richardi","actinauge","benthic","fishbase",26,98,"W-Hex-100930",42372
"actinauge abyssorum","actinauge","benthic","fishbase",357,993,"W-Hex-100929",42375
"heteractis magnifica","heteractis","benthic","fishbase",6,26,"W-Hex-290090",42394
"epiactis georgiana","epiactis","benthic","fishbase",260,596,"W-Hex-172893",42397
"glyphoperidium bursa","glyphoperidium","benthic","fishbase",100,400,"W-Hex-172898",42399
"eudendrium capillare","eudendrium","benthic","fishbase",126,434,"W-Hyd-117544",42405
"eudendrium rameum","eudendrium","benthic","fishbase",41,144,"W-Hyd-117554",42406
"eudendrium ramosum","eudendrium","benthic","fishbase",271,834,"W-Hyd-117555",42408
"eudendrium vaginatum","eudendrium","benthic","fishbase",2,4,"W-Hyd-117558",42412
"eudendrium tenellum","eudendrium","benthic","fishbase",107,377,"SLB-63985",42413
"tiaropsis multicirrata","tiaropsis","pelagic","fishbase",3,16,"W-Hyd-117978",42440
"lafoeina maxima","lafoeina","benthic","fishbase",215,677,"W-Hyd-117411",42441
"campanulina pumila","campanulina","benthic","fishbase",6,34,"W-Hyd-150648",42442
"opercularella lacerata","opercularella","benthic","fishbase",2,13,"W-Hyd-117413",42443
"plumularia floridana","plumularia","benthic","fishbase",10,50,"W-Hyd-117821",42449
"sagartia elegans","sagartia","benthic","fishbase",5,26,"W-Hex-100991",42504
"cereus herpetodes","cereus","benthic","fishbase",2,12,"W-Hex-410960",42506
"anthothoe chilensis","anthothoe","benthic","fishbase",6,31,"W-Hex-289437",42509
"metridium senile","metridium","benthic","fishbase",2,11,"W-Hex-100982",42514
"anemonia viridis","anemonia","benthic","fishbase",22,95,"W-Hex-100808",42595
"isotealia antarctica","isotealia","benthic","fishbase",98,295,"W-Hex-290229",42598
"urticinopsis antarctica","urticinopsis","benthic","fishbase",10,26,"W-Hex-231822",42604
"parantheopsis ocellata","parantheopsis","benthic","fishbase",1,8,"W-Hex-290674",42612
"cribrinopsis fernaldi","cribrinopsis","benthic","fishbase",34,140,"W-Hex-283422",42620
"capnea sanguinea","capnea","benthic","fishbase",5,26,"W-Hex-410805",42636
"bunodeopsis strumosa","bunodeopsis","benthic","fishbase",5,26,"W-Hex-100870",42640
"subergorgia suberosa","subergorgia","reef","fishbase",10,13,"W-Oct-288010",42659
"eudendrium glomeratum","eudendrium","benthic","fishbase",8,23,"W-Hyd-117548",42680
"clytia gracilis","clytia","benthic","fishbase",7,37,"W-Hyd-117367",42688
"diphasia attenuata","diphasia","benthic","fishbase",355,1035,"W-Hyd-117877",42699
"arachnactis albida","arachnactis","benthic","fishbase",5,26,"W-Cer-101005",42725
"bougainvillia inaequalis","bougainvillia","benthic","fishbase",3,19,"SLB-63505",42758
"bougainvillia muscus","bougainvillia","benthic","fishbase",10,50,"W-Hyd-117328",42763
"garveia franciscana","garveia","benthic","fishbase",0,3,"W-Hyd-117340",42775
"garveia annulata","garveia","pelagic","fishbase",12,59,"W-Hyd-284249",42776
"cordylophora caspia","cordylophora","benthic","fishbase",2,11,"W-Hyd-117428",42823
"tubularia indivisa","tubularia","benthic","fishbase",617,1675,"W-Hyd-117994",42842
"ectopleura crocea","ectopleura","benthic","fishbase",6,31,"W-Hyd-117981",42843
"filellum serpens","filellum","benthic","fishbase",472,1338,"W-Hyd-117690",43245
"filellum antarcticum","filellum","benthic","fishbase",61,201,"W-Hyd-284946",43247
"drifa glomerata","drifa","benthic","fishbase",210,645,"W-Oct-146941",43248
"plotocnide borealis","plotocnide","pelagic","fishbase",22,95,"W-Hyd-117458",42855
"hybocodon prolifer","hybocodon","pelagic","fishbase",22,95,"W-Hyd-117988",42856
"chromatonema rubrum","chromatonema","pelagic","fishbase",5,26,"W-Hyd-174252",42859
"grammaria abietina","grammaria","benthic","fishbase",159,518,"W-Hyd-117692",42867
"blackfordia virginica","blackfordia","pelagic","fishbase",3,16,"W-Hyd-117313",42891
"eutima gracilis","eutima","pelagic","fishbase",3,16,"W-Hyd-117515",42916
"corymorpha nutans","corymorpha","pelagic","fishbase",8,43,"W-Hyd-117452",42972
"acaulis primarius","acaulis","benthic","fishbase",57,173,"W-Hyd-117260",42981
"campanularia volubilis","campanularia","benthic","fishbase",30,119,"W-Hyd-117365",42982
"sertularia fabricii","sertularia","benthic","fishbase",48,177,"W-Hyd-117915",43016
"abietinaria abietina","abietinaria","benthic","fishbase",341,1008,"W-Hyd-117870",43023
"ectopleura dumortierii","ectopleura","benthic","fishbase",3,17,"W-Hyd-117982",43026
"euphysa aurata","euphysa","pelagic","fishbase",22,95,"W-Hyd-117561",43048
"euphysa flammea","euphysa","pelagic","fishbase",43,171,"W-Hyd-117562",43049
"euphysa japonica","euphysa","pelagic","fishbase",25,109,"W-Hyd-284695",43053
"cladonema radiatum","cladonema","pelagic","fishbase",1,5,"W-Hyd-117425",43067
"coryne pusilla","coryne","benthic","fishbase",28,60,"W-Hyd-117471",43072
"dipurena halterata","dipurena","pelagic","fishbase",3,6,"SLB-63892",43079
"dipurena ophiogaster","dipurena","pelagic","fishbase",8,43,"SLB-63893",43082
"sarsia gemmifera","sarsia","pelagic","fishbase",23,100,"SLB-63910",43097
"sarsia tubulosa","sarsia","pelagic","fishbase",21,86,"W-Hyd-117491",43098
"coryne eximia","coryne","benthic","fishbase",6,31,"W-Hyd-151860",43105
"sarsia princeps","sarsia","pelagic","fishbase",29,123,"W-Hyd-117487",43110
"sarsia prolifera","sarsia","pelagic","fishbase",8,43,"SLB-63923",43111
"candelabrum phrygium","candelabrum","benthic","fishbase",423,1221,"W-Hyd-117420",43143
"leuckartiara octona","leuckartiara","pelagic","fishbase",23,100,"W-Hyd-117791",43148
"catablema vesicarium","catablema","pelagic","fishbase",2,11,"W-Hyd-117784",43166
"halitholus cirratus","halitholus","pelagic","fishbase",23,99,"W-Hyd-157951",43171
"stomotoca atra","stomotoca","pelagic","fishbase",23,100,"W-Hyd-221202",43201
"sertularella polyzonias","sertularella","benthic","fishbase",34,140,"W-Hyd-117906",43280
"sertularella gayi","sertularella","benthic","fishbase",212,632,"W-Hyd-117902",43283
"sertularella quadridens","sertularella","benthic","fishbase",215,450,"W-Hyd-285548",43309
"sertularella robusta","sertularella","benthic","fishbase",13,21,"W-Hyd-285553",43312
"sertularia tenera","sertularia","benthic","fishbase",88,305,"W-Hyd-117925",43314
"halopteris tenella","halopteris","benthic","fishbase",3,17,"W-Hyd-287322",43329
"cladocarpus flexilis","cladocarpus","benthic","fishbase",125,192,"W-Hyd-284079",43333
"rathkea octopunctata","rathkea","pelagic","fishbase",12,57,"W-Hyd-117848",43359
"malagazzia carolinae","malagazzia","pelagic","fishbase",22,95,"W-Hyd-289260",43863
"eperetmus typus","eperetmus","pelagic","fishbase",1,6,"W-Hyd-289899",43864
"gonionemus vertens","gonionemus","pelagic","fishbase",26,98,"W-Hyd-117768",43865
"aglauropsis aeora","aglauropsis","pelagic","fishbase",126,434,"W-Hyd-289361",43879
"orthopyxis mollis","orthopyxis","benthic","fishbase",13,17,"W-Hyd-284412",43406
"obelia longissima","obelia","benthic","fishbase",60,230,"W-Hyd-117389",43407
"obelia dichotoma","obelia","benthic","fishbase",31,129,"W-Hyd-117386",43411
"obelia geniculata","obelia","benthic",NA,10,50,"W-Hyd-117388",43414
"obelia bidentata","obelia","benthic","fishbase",3,18,"W-Hyd-117385",43424
"clytia hemisphaerica","clytia","benthic","fishbase",145,489,"W-Hyd-117368",43455
"clytia kincaidi","clytia","benthic","fishbase",0,3,"W-Hyd-284368",43456
"clytia paulensis","clytia","benthic","fishbase",16,64,"W-Hyd-117373",43457
"gonothyraea loveni","gonothyraea","benthic","fishbase",62,234,"W-Hyd-117377",43490
"hartlaubella gelatinosa","hartlaubella","benthic","fishbase",57,117,"W-Hyd-117378",43496
"laomedea calceolifera","laomedea","benthic","fishbase",0,1,"W-Hyd-117380",43511
"laomedea flexuosa","laomedea","benthic","fishbase",6,31,"W-Hyd-117382",43513
"orthopyxis integra","orthopyxis","benthic","fishbase",60,230,"W-Hyd-117393",43518
"orthopyxis sargassicola","orthopyxis","pelagic","fishbase",0,3,"W-Hyd-225737",43520
"rhizocaulus verticillatus","rhizocaulus","benthic","fishbase",96,310,"W-Hyd-117399",43524
"eutonina indicans","eutonina","pelagic","fishbase",10,50,"W-Hyd-117517",43539
"helgicirrha schulzei","helgicirrha","pelagic","fishbase",4,7,"SLB-63818",43545
"abietinaria filicula","abietinaria","benthic","fishbase",85,295,"W-Hyd-117871",43548
"thuiaria articulata","thuiaria","benthic","fishbase",126,406,"W-Hyd-117932",43574
"proboscidactyla ornata","proboscidactyla","pelagic","fishbase",8,43,"W-Hyd-117835",43593
"pachycerianthus fimbriatus","pachycerianthus","benthic","fishbase",2,11,"W-Cer-283820",43601
"tubipora musica","tubipora","reef","fishbase",101,352,"W-Oct-207409",43605
"thuiaria thuja","thuiaria","benthic","fishbase",101,353,"W-Hyd-117940",43617
"dynamena quadridentata","dynamena","benthic","fishbase",28,120,"W-Hyd-117889",43649
"dynamena crisioides","dynamena","benthic","fishbase",3,19,"W-Hyd-418901",43652
"tamarisca tamarisca","tamarisca","benthic","fishbase",123,319,"W-Hyd-117930",43660
"diphasia tropica","diphasia","benthic","fishbase",10,50,"W-Hyd-285431",43661
"diphasia fallax","diphasia","benthic","fishbase",318,924,"W-Hyd-117879",43664
"hydrallmania falcata","hydrallmania","benthic","fishbase",303,914,"W-Hyd-117890",43671
"idiellana pristis","idiellana","benthic","fishbase",20,88,"W-Hyd-220588",43704
"symplectoscyphus tricuspidatus","symplectoscyphus","benthic","fishbase",423,1221,"W-Hyd-117929",43714
"symplectoscyphus johnstoni","symplectoscyphus","benthic","fishbase",215,450,"W-Hyd-285665",43723
"symplectoscyphus tuba","symplectoscyphus","benthic","fishbase",133,394,"W-Hyd-285712",43731
"symplectoscyphus vanhoeffeni","symplectoscyphus","benthic","fishbase",50,182,"W-Hyd-174555",43732
"halecium bermudense","halecium","benthic","fishbase",10,50,"W-Hyd-284710",43737
"tridentata marginata","tridentata","benthic","fishbase",5,28,"SLB-64873",43742
"halecium halecinum","halecium","benthic","fishbase",49,174,"W-Hyd-231751",43765
"halecium beanii","halecium","benthic","fishbase",324,957,"W-Hyd-157947",43766
"halecium labrosum","halecium","benthic","fishbase",66,246,"W-Hyd-117591",43771
"halecium muricatum","halecium","benthic","fishbase",176,576,"W-Hyd-117597",43774
"halecium curvicaule","halecium","benthic","fishbase",142,469,"W-Hyd-117587",43781
"halecium nanum","halecium","benthic","fishbase",3,16,"W-Hyd-117598",43800
"halecium delicatulum","halecium","benthic","fishbase",157,504,"W-Hyd-117588",43805
"plumularia setacea","plumularia","benthic","fishbase",42,170,"W-Hyd-117824",43834
"calycella syringa","calycella","benthic","fishbase",68,247,"W-Hyd-117402",43853
"hebella scandens","hebella","benthic","fishbase",8,41,"W-Hyd-117699",43860
"aequorea aequorea","aequorea","pelagic","fishbase",22,95,"SLB-63453",43898
"phialella quadrata","phialella","benthic","fishbase",13,21,"W-Hyd-117804",43915
"melicertum octocostatum","melicertum","pelagic","fishbase",10,51,"W-Hyd-117743",44299
"octophialucium aphrodite","octophialucium","pelagic","fishbase",7,38,"W-Hyd-285059",43926
"octophialucium indicum","octophialucium","pelagic","fishbase",22,95,"W-Hyd-221230",43929
"leptogorgia setacea","leptogorgia","benthic","fishbase",7,31,"W-Oct-158286",43957
"aglaophenia struthionides","aglaophenia","pelagic","fishbase",17,77,"W-Hyd-284054",43969
"stylaster gemmascens","stylaster","benthic","fishbase",195,555,"W-Hyd-117965",43998
"stylaster californicus","stylaster","pelagic","fishbase",16,34,"W-Hyd-285860",44004
"muricea californica","muricea","benthic","fishbase",14,22,"W-Oct-287556",44049
"muricea fruticosa","muricea","benthic","fishbase",16,23,"W-Oct-287562",44053
"stylaster eguchii","stylaster","benthic","fishbase",208,639,"W-Hyd-231603",44097
"leptogorgia virgulata","leptogorgia","benthic","fishbase",11,43,"W-Oct-158288",44116
"adelogorgia phyllosclera","adelogorgia","benthic","fishbase",60,156,"W-Oct-289357",44147
"eugorgia rubens","eugorgia","benthic","fishbase",24,28,"W-Oct-289935",44154
"halopteris diaphana","halopteris","benthic","fishbase",2,13,"W-Hyd-117632",44192
"mitrocomella polydiademata","mitrocomella","pelagic","fishbase",37,151,"W-Hyd-117755",44238
"halopsis ocellata","halopsis","pelagic","fishbase",0,3,"W-Hyd-117751",44253
"laodicea brevigona","laodicea","pelagic","fishbase",8,43,"W-Hyd-285025",44262
"staurophora mertensi","staurophora","pelagic","genus gapfill",10,50,"SLB-64181",44276
"ptychogena lactea","ptychogena","pelagic","fishbase",197,636,"W-Hyd-117728",44284
"stegopoma plicatile","stegopoma","benthic","fishbase",274,818,"SLB-64184",44291
"millepora intricata","millepora","reef","fishbase",5,17,"W-Hyd-210727",44342
"crypthelia fragilis","crypthelia","benthic","fishbase",902,1373,"W-Hyd-285782",44351
"paragorgia arborea","paragorgia","reef","fishbase",120,310,"W-Oct-125418",44359
"lepidopora polystichopora","lepidopora","benthic","fishbase",253,426,"W-Hyd-285832",44371
"adelopora fragilis","adelopora","benthic","fishbase",550,901,"W-Hyd-287501",44373
"cyanea capillata","cyanea","pelagic","fishbase",8,43,"W-Scy-135301",44385
"chrysaora plocamia","chrysaora","pelagic","fishbase",0,2,"W-Scy-287210",44398
"chrysaora quinquecirrha","chrysaora","pelagic","fishbase",8,43,"W-Scy-220476",44399
"sanderia malayensis","sanderia","pelagic","fishbase",151,295,"W-Scy-220478",44403
"phacellophora camtschatica","phacellophora","benthopelagic","fishbase",81,181,"W-Scy-135309",44411
