"species","total_hab_area"
"schizomavella discoidea",754800
"schizophroida hilensis",1305500
"schizophrys aspera",5817100
"schizophrys dama",3119900
"schizoplax brandtii",576500
"schizoporella errata",1619100
"schizoporella floridana",1147900
"schizoporella pungens",1044900
"schizoporella unicornis",1570400
"schizotricha anderssoni",35200
"schizotricha multifurcata",46700
"schizotricha turqueti",691100
"schraderia gracilis",608800
"schroederichthys bivius",354000
"schroederichthys chilensis",90400
"schroederichthys maculatus",298600
"schroederobatis americana",286200
"schuettea scalaripinnis",159800
"schuettea woodwardi",329400
"schultzea beta",1357300
"schultzidia johnstonensis",1465800
"schultzidia retropinnis",1952400
"schwartziella bryerea",1288000
"schwartziella catesbyana",1315500
"schwartziella chesnelii",1030300
"schwartziella fischeri",952700
"sciades herzbergii",662700
"sciades parkeri",276400
"sciades proops",380300
"sciades sona",2921500
"sciaena umbra",1041000
"sciaenops ocellatus",526300
"scina borealis",17542100
"scina crassicornis",4200000
"scina curvidactyla",1355300
"scina marginata",3163000
"scina nana",7061000
"scina similis",3358400
"scina submarginata",3061500
"scina tullbergi",10209000
"scina vosseleri",4055100
"scinaia hormoides",2323500
"scintilla anomala",3838400
"scintilla nitidella",6244600
"scipiolus plumosus",2968800
"scissula candeana",774600
"scissula similis",740800
"scissurella mirifica",5136500
"scissurella prendrevillei",865900
"scissurella rota",820600
"scleracis guadaloupensis",2164400
"scleracis petrosa",1969500
"scleranthelia rugosa",632000
"sclerasterias contorta",1135200
"sclerasterias heteropaes",806100
"sclerasterias mollis",583400
"scleritoderma flabelliforme",6340700
"sclerocrangon ferox",4147900
"sclerodactyla briareus",1217400
"sclerodoris tarka",216000
"scobinichthys granulatus",431700
"scolanthus callimorphus",725200
"scolecenchelys australis",648400
"scolecenchelys breviceps",2529300
"scolecenchelys gymnota",4321000
"scolecenchelys iredalei",3220000
"scolecenchelys laticaudata",3338700
"scolecenchelys macroptera",4694600
"scolecithricella dentata",11428200
"scolecithricella tenuiserrata",5176100
"scolecithricella vittata",3207000
"scolecithrix bradyi",4215900
"scolecithrix danae",10775700
"scoliodon laticaudus",3622000
"scolopsis affinis",4503100
"scolopsis aurata",1612300
"scolopsis bilineata",4332300
"scolopsis bimaculata",1146400
"scolopsis ciliata",3382300
"scolopsis frenata",231700
"scolopsis ghanam",1134300
"scolopsis lineata",3703000
"scolopsis margaritifera",3422300
"scolopsis monogramma",4311700
"scolopsis taeniata",757300
"scolopsis taenioptera",3481100
"scolopsis temporalis",1499700
"scolopsis trilineata",2558400
"scolopsis vosmeri",3934400
"scolopsis xenochrous",3735800
"scolymia australis",4360100
"scolymia cubensis",1076300
"scolymia lacera",1436400
"scolymia vitiensis",4986000
"scomber australasicus",5868100
"scomber colias",4628600
"scomber japonicus",7146300
"scomber scombrus",3786900
"scomberesox saurus",18916300
"scomberesox scombroides",44512600
"scomberesox simulans",78183800
"scomberoides commersonnianus",5638100
"scomberoides lysan",6509500
"scomberoides tala",4099900
"scomberoides tol",6314300
"scomberomorus brasiliensis",701000
"scomberomorus cavalla",2532000
"scomberomorus commerson",11063500
"scomberomorus concolor",73200
"scomberomorus guttatus",6136100
"scomberomorus koreanus",6221300
"scomberomorus lineolatus",3651100
"scomberomorus maculatus",681100
"scomberomorus munroi",2230200
"scomberomorus niphonius",1861600
"scomberomorus plurilineatus",717000
"scomberomorus queenslandicus",2076900
"scomberomorus regalis",1450500
"scomberomorus semifasciatus",1720900
"scomberomorus sierra",575400
"scomberomorus sinensis",5916500
"scomberomorus tritor",486700
"scombrolabrax heterolepis",12482900
"scombrops boops",1525700
"scombrops oculatus",1451800
"sconsia striata",2635500
"scopalina ruetzleri",1163800
"scopelarchoides danae",170926200
"scopelarchoides kreffti",3332900
"scopelarchoides nicholsi",37361700
"scopelarchoides signifer",39982400
"scopelarchus analis",254542700
"scopelarchus guentheri",203140300
"scopelarchus michaelsarsi",136698900
"scopelarchus stephensi",11716700
"scopelengys clarkei",372500
"scopelengys tristis",124322500
"scopeloberyx microlepis",28135000
"scopeloberyx opisthopterus",262034000
"scopeloberyx robustus",249786400
"scopeloberyx rubriventer",10265100
"scopelogadus beanii",43340800
"scopelogadus bispinosus",44294900
"scopelogadus mizolepis",192041500
"scopelopsis multipunctatus",38695000
"scopelosaurus adleri",9665700
"scopelosaurus ahlstromi",20853900
"scopelosaurus argenteus",4162100
"scopelosaurus hamiltoni",2904900
"scopelosaurus harryi",14125600
"scopelosaurus herwigi",2532500
"scopelosaurus hoedti",60685700
"scopelosaurus hubbsi",423300
"scopelosaurus lepidus",4356700
"scopelosaurus mauli",103311900
"scopelosaurus meadi",810900
"scopelosaurus smithii",16933900
"scophthalmus aquosus",546400
"scophthalmus maximus",897300
"scophthalmus rhombus",950600
"scopimera crabicauda",506700
"scorpaena agassizii",1142600
"scorpaena albifimbria",1011800
"scorpaena angolensis",417800
"scorpaena bergii",1151900
"scorpaena brachyptera",1094200
"scorpaena brasiliensis",1636400
"scorpaena calcarata",2139500
"scorpaena cardinalis",295000
"scorpaena dispar",1670100
"scorpaena elachys",1180600
"scorpaena elongata",2437500
"scorpaena grandicornis",1000000
"scorpaena guttata",60700
"scorpaena histrio",533000
"scorpaena inermis",1092700
"scorpaena isthmensis",1137200
"scorpaena izensis",2239500
"scorpaena laevis",311200
"scorpaena loppei",667100
"scorpaena maderensis",612900
"scorpaena mystes",325900
"scorpaena neglecta",4402200
"scorpaena normani",449200
"scorpaena notata",1633300
"scorpaena onaria",4643500
"scorpaena papillosa",442400
"scorpaena plumieri",1796600
"scorpaena porcus",1773900
"scorpaena russula",217400
"scorpaena scrofa",1539500
"scorpaena sonorae",93700
"scorpaena stephanica",470000
"scorpaenichthys marmoratus",281300
"scorpaenodes africanus",237600
"scorpaenodes albaiensis",4381700
"scorpaenodes caribbaeus",1018100
"scorpaenodes corallinus",3906300
"scorpaenodes evides",3244600
"scorpaenodes guamensis",4795600
"scorpaenodes hirsutus",4534400
"scorpaenodes kelloggi",3676200
"scorpaenodes minor",4100700
"scorpaenodes parvipinnis",4320500
"scorpaenodes quadrispinosus",1173600
"scorpaenodes rubrivinctus",234300
"scorpaenodes scaber",3073500
"scorpaenodes smithi",6003500
"scorpaenodes tredecimspinosus",1010200
"scorpaenodes varipinnis",7460300
"scorpaenodes xyris",304900
"scorpaenopsis barbata",1079100
"scorpaenopsis cirrosa",3181600
"scorpaenopsis cotticeps",4019100
"scorpaenopsis diabolus",6128500
"scorpaenopsis eschmeyeri",435000
"scorpaenopsis gibbosa",588500
"scorpaenopsis longispina",512700
"scorpaenopsis macrochir",4887700
"scorpaenopsis neglecta",4157800
"scorpaenopsis obtusa",2194200
"scorpaenopsis papuensis",3156000
"scorpaenopsis possi",3473000
"scorpaenopsis ramaraoi",5772200
"scorpaenopsis venosa",5710800
"scorpaenopsis vittapinna",3778100
"scorpis aequipinnis",401600
"scorpis georgiana",274100
"scorpis lineolata",438800
"scorpis violacea",166300
"scotoplanes globosa",10151900
"scottocalanus helenae",8042400
"scottocalanus persecans",6823500
"scottocalanus securifrons",8603100
"scrobicularia plana",524200
"scruparia ambigua",1129600
"scruparia chelata",460000
"scrupocellaria regularis",620900
"scrupocellaria reptans",530100
"scrupocellaria scrupea",997900
"scrupocellaria scruposa",618700
"scutellastra flexuosa",6671400
"scuticaria okinawae",6728700
"scuticaria tigrina",4474900
"scutopus robustus",3006000
"scutopus ventrolineatus",1229200
"scutuloidea maculata",151400
"scutus unguis",3352500
"scyliorhinus boa",736700
"scyliorhinus canicula",1639100
"scyliorhinus capensis",318300
"scyliorhinus cervigoni",620300
"scyliorhinus garmani",4840100
"scyliorhinus hesperius",839200
"scyliorhinus retifer",1446200
"scyliorhinus stellaris",2230100
"scyliorhinus torrei",783900
"scylla paramamosain",4044000
"scylla serrata",6123400
"scyllaea pelagica",8386100
"scyllarides aequinoctialis",1636600
"scyllarides delfosi",339700
"scyllarides elisabethae",118700
"scyllarides haanii",4734900
"scyllarides herklotsii",394100
"scyllarides latus",583700
"scyllarides nodifer",759800
"scyllarides squammosus",3164900
"scyllarides tridacnophaga",352100
"scyllarus americanus",1023600
"scyllarus arctus",672600
"scyllarus batei",5754200
"scyllarus chacei",1796800
"scyllarus depressus",1532700
"scyllarus pygmaeus",1733400
"scymnodon ringens",3419100
"scyra acutifrons",312100
"scytalina cerdale",764200
"searsia koefoedi",42502300
"seba saundersii",197800
"sebastapistes ballieui",38800
"sebastapistes coniorta",229700
"sebastapistes cyanostigma",4054200
"sebastapistes fowleri",4488700
"sebastapistes mauritiana",2945500
"sebastapistes nuchalis",2431900
"sebastapistes strongia",4358200
"sebastapistes tinkhami",2326200
"sebastes aleutianus",1579600
"sebastes alutus",1548400
"sebastes atrovirens",41500
"sebastes auriculatus",363500
"sebastes aurora",274800
"sebastes babcocki",812700
"sebastes baramenuke",264700
"sebastes borealis",1548600
"sebastes brevispinis",573000
"sebastes capensis",148900
"sebastes carnatus",52100
"sebastes caurinus",315200
"sebastes chlorostictus",84200
"sebastes chrysomelas",53400
"sebastes ciliatus",340500
"sebastes constellatus",92800
"sebastes crameri",1065500
"sebastes dallii",61000
"sebastes diploproa",560500
"sebastes elongatus",436100
"sebastes emphaeus",309100
"sebastes ensifer",111100
"sebastes entomelas",707600
"sebastes eos",100600
"sebastes fasciatus",937600
"sebastes flavidus",313300
"sebastes gilli",64600
"sebastes glaucus",494500
"sebastes goodei",132600
"sebastes helvomaculatus",468700
"sebastes hopkinsi",60500
"sebastes hubbsi",435100
"sebastes inermis",463400
"sebastes iracundus",464600
"sebastes jordani",183000
"sebastes joyneri",734600
"sebastes levis",135600
"sebastes macdonaldi",255000
"sebastes maliger",433100
"sebastes melanops",897700
"sebastes melanostictus",1261800
"sebastes melanostomus",191900
"sebastes mentella",8472900
"sebastes miniatus",310300
"sebastes mystinus",413100
"sebastes nebulosus",308000
"sebastes nigrocinctus",354000
"sebastes norvegicus",9224400
"sebastes oblongus",475100
"sebastes oculatus",1071700
"sebastes ovalis",36400
"sebastes owstoni",336600
"sebastes pachycephalus",314200
"sebastes paucispinis",618900
"sebastes pinniger",475700
"sebastes polyspinis",1162500
"sebastes proriger",790000
"sebastes rastrelliger",44200
"sebastes reedi",172900
"sebastes rosaceus",106100
"sebastes rosenblatti",124900
"sebastes ruberrimus",761800
"sebastes rubrivinctus",36700
"sebastes rufus",57700
"sebastes saxicola",448000
"sebastes schlegelii",503100
"sebastes semicinctus",112300
"sebastes serranoides",48600
"sebastes serriceps",34400
"sebastes simulator",36400
"sebastes steindachneri",735500
"sebastes taczanowskii",504900
"sebastes thompsoni",406500
"sebastes trivittatus",325200
"sebastes umbrosus",65000
"sebastes variabilis",2032000
"sebastes variegatus",317900
"sebastes viviparus",741600
"sebastes vulpes",397700
"sebastes wilsoni",570500
"sebastes zacentrus",877500
"sebastiscus albofasciatus",1182400
"sebastiscus marmoratus",694500
"sebastiscus tertius",2022000
"sebastolobus alascanus",2249600
"sebastolobus altivelis",746700
"sebastolobus macrochir",874100
"secutor indicius",3043900
"secutor insidiator",7705900
"secutor interruptus",3130100
"secutor megalolepis",3348800
"secutor ruconius",5654700
"segonzacia mesatlantica",1634500
"seguenzia hapala",968000
"seguenzia monocingulata",14948300
"seila adamsii",1620300
"seila chathamensis",138700
"seila terebelloides",281400
"selachophidium guentheri",2480800
"selar boops",8037900
"selar crumenophthalmus",9456000
"selaroides leptolepis",5207900
"selenanthias analis",2634000
"selene brevoortii",427800
"selene brownii",1919900
"selene dorsalis",355300
"selene orstedii",247400
"selene peruviana",642100
"selene setapinnis",2781700
"selene vomer",1929300
"selenoteuthis scintillans",56695700
"selenotoca multifasciata",3438300
"semele australis",2348800
"semele bellastriata",1752500
"semele casta",2865500
"semele duplicata",1674800
"semele lamellosa",1748400
"semele proficua",1708200
"semele purpurascens",1405900
"semele rubropicta",445600
"semelina nuculoides",1563200
"semicassis cicatricosa",874100
"semicassis faurotis",1369700
"semicassis granulata",2217900
"semicossyphus darwini",78200
"semicossyphus pulcher",115100
"seminella peasei",1489500
"semipallium amicum",3215100
"semipallium barnetti",2130000
"semipallium dianae",2329400
"semipallium dringi",3326800
"semipallium flavicans",3630900
"semipallium fulvicostatum",4170300
"semipallium rapanense",152900
"semipallium tigris",2940900
"semiricinula konkanensis",549500
"semiricinula tissoti",1025400
"semiricinula turbinoides",2902200
"semirossia equalis",748700
"semirossia tenera",6224500
"semisuberites cribrosa",1295600
"sepia aculeata",3339000
"sepia acuminata",547700
"sepia andreana",1377100
"sepia apama",432600
"sepia arabica",631300
"sepia australis",367800
"sepia bandensis",1605500
"sepia bertheloti",376700
"sepia braggi",505900
"sepia brevimana",3152500
"sepia chirotrema",146900
"sepia confusa",800700
"sepia cultrata",469900
"sepia elliptica",3001400
"sepia esculenta",1636600
"sepia grahami",23100
"sepia hedleyi",633700
"sepia hieronis",422800
"sepia hierredda",329900
"sepia kobiensis",3367500
"sepia latimanus",6006900
"sepia limata",50200
"sepia lycidas",3880700
"sepia madokai",1190900
"sepia mestus",96200
"sepia novaehollandiae",865200
"sepia officinalis",1351300
"sepia omani",141100
"sepia opipara",999300
"sepia orbignyana",2765400
"sepia papillata",144800
"sepia papuensis",2820600
"sepia pharaonis",5822700
"sepia prashadi",1516900
"sepia recurvirostra",4012200
"sepia rhoda",751000
"sepia robsoni",280900
"sepia rozella",56400
"sepia savignyi",700900
"sepia senta",151000
"sepia smithi",1697800
"sepia subtenuipes",466800
"sepia sulcata",347500
"sepia tenuipes",599600
"sepia trygonina",1434900
"sepia typica",171700
"sepia whitleyana",439400
"sepia zanzibarica",652700
"sepiella inermis",4206600
"sepietta neglecta",2560900
"sepietta obscura",825100
"sepietta oweniana",2467900
"sepiola affinis",296700
"sepiola birostrata",723100
"sepiola intermedia",431000
"sepiola ligulata",389500
"sepiola robusta",1182100
"sepioloidea lineolata",330700
"sepioloidea pacifica",427900
"sepioteuthis australis",579000
"sepioteuthis lessoniana",6762500
"sepioteuthis sepioidea",792000
"septa gemmata",2485300
"septaria porcellana",1272000
"septemserolis septemcarinata",481900
"septifer bifurcatus",192200
"septifer bilocularis",5206000
"septifer bryanae",149100
"septifer cumingii",3078600
"septifer excisus",4090300
"septifer keenae",414400
"septifer virgatus",304500
"sergestes arcticus",76809300
"sergestes atlanticus",199240900
"sergestes cornutus",2976800
"sergestes curvatus",1349800
"sergestes edwardsii",9979900
"sergestes henseni",3943900
"sergestes paraseminudus",5413800
"sergestes pestafer",3806400
"sergestes vigilax",8239600
"sergia bigemmea",116347000
"sergia challengeri",9527400
"sergia creber",7303800
"sergia extenuata",2544000
"sergia gardineri",147843500
"sergia grandis",2579400
"sergia japonica",111954900
"sergia laminata",6424600
"sergia potens",3697700
"sergia regalis",15911100
"sergia robusta",23204600
"sergia scintillans",19166000
"sergia splendens",5440300
"sergia talismani",15222700
"sergia tenuiremis",10227000
"seriaster regularis",1708000
"seriatopora aculeata",1776700
"seriatopora caliendrum",4674100
"seriatopora guttatus",3997200
"seriatopora hystrix",6325800
"seriatopora stellata",3753300
"sericosura venticola",397700
"seriola carpenteri",1002700
"seriola dumerili",13851800
"seriola fasciata",2220400
"seriola hippos",477100
"seriola lalandi",11282200
"seriola peruana",242300
"seriola quinqueradiata",486600
"seriola rivoliana",7133000
"seriola zonata",3184500
"seriolella brama",1041600
"seriolella caerulea",2005200
"seriolella porosa",470600
"seriolella punctata",1296100
"seriolina nigrofasciata",7782400
"seriphus politus",60800
"serolella bouvieri",573900
"serolella pagenstecheri",22200
"serolina acaste",275700
"serpulorbis colubrinus",3487600
"serpulorbis decussatus",1201400
"serpulorbis medusae",2450000
"serpulorbis riisei",232100
"serraniculus pumilio",1538000
"serranocirrhitus latus",2382300
"serranus accraensis",366400
"serranus aequidens",517900
"serranus africanus",362300
"serranus annularis",1229100
"serranus atricauda",100200
"serranus atrobranchus",2035500
"serranus baldwini",1149000
"serranus cabrilla",3101900
"serranus chionaraia",607700
"serranus flaviventris",1149400
"serranus hepatus",554800
"serranus heterurus",233100
"serranus huascarii",478300
"serranus luciopercanus",729300
"serranus maytagi",610500
"serranus notospilus",1301300
"serranus novemcinctus",357700
"serranus phoebe",1735700
"serranus psittacinus",387100
"serranus scriba",650500
"serranus subligarius",599100
"serranus tabacarius",1123400
"serranus tigrinus",816300
"serranus tortugarum",1210800
"serratosagitta bierii",1054900
"serratosagitta pacifica",8379700
"serratosagitta serratodentata",19632400
"serratovola gardineri",9640100
"serratovola rubicunda",5017900
"serripes groenlandicus",285500
"serripes laperousii",174000
"serrivomer beanii",128713100
"serrivomer jesperseni",157383000
"serrivomer lanceolatoides",63509500
"serrivomer samoensis",131271400
"serrivomer schmidti",22963300
"serrivomer sector",98358400
"sertularella areyi",9953100
"sertularella conica",1706800
"sertularella diaphana",7869900
"sertularella gayi",2955100
"sertularella polyzonias",7010800
"sertularella quadridens",7600500
"sertularella robusta",1037800
"sertularella tenella",19131600
"sertularia distans",3181100
"sertularia fabricii",2588600
"sertularia schmidti",604600
"sertularia similis",3294200
"sertularia tenera",7313600
"sertularia turbinata",1055800
"sesarma curacaoense",590200
"setarches guentheri",15634500
"setarches longimanus",8430900
"setipinna melanochir",1879100
"setipinna taty",1204100
"setipinna tenuifilis",6392700
"setosella vulnerata",1540900
"shinkaia crosnieri",2229300
"shoemakerella cubensis",1587200
"siamosquilla laevicaudata",2208500
"sicyonia affinis",331300
"sicyonia aliaffinis",273700
"sicyonia bispinosa",1935000
"sicyonia brevirostris",1159800
"sicyonia burkenroadi",3125600
"sicyonia carinata",1034200
"sicyonia curvirostris",6732700
"sicyonia dejouanneti",3129700
"sicyonia disdorsalis",305100
"sicyonia dorsalis",2002600
"sicyonia fallax",8194900
"sicyonia galeata",299200
"sicyonia inflexa",6682200
"sicyonia ingentis",204200
"sicyonia laevigata",1853400
"sicyonia laevis",6685600
"sicyonia lancifera",7709500
"sicyonia martini",181200
"sicyonia olgae",8042800
"sicyonia parri",1596700
"sicyonia penicillata",518100
"sicyonia picta",590500
"sicyonia stimpsoni",2945700
"sicyonia truncata",2008700
"sicyonia typica",1589500
"sicyonis erythrocephala",792900
"sicyopterus japonicus",159700
"sicyopterus lagocephalus",2934200
"sicyopus zosterophorus",1896500
"siderastrea radians",1687500
"siderastrea savignyana",4602000
"siderastrea siderea",2543100
"siderastrea stellata",1306800
"sidnyum turbinatum",782700
"sidonops neptuni",1073500
"siganus argenteus",5298600
"siganus canaliculatus",5177300
"siganus corallinus",4667400
"siganus doliatus",2238200
"siganus fuscescens",4694600
"siganus guttatus",3685600
"siganus javus",4382400
"siganus lineatus",3908400
"siganus luridus",1184500
"siganus puelloides",640700
"siganus puellus",3543200
"siganus punctatissimus",3181400
"siganus punctatus",4063500
"siganus randalli",362300
"siganus rivulatus",797800
"siganus spinus",3970700
"siganus stellatus",5185100
"siganus sutor",1170100
"siganus unimaculatus",4400700
"siganus vermiculatus",3537500
"siganus virgatus",3738800
"siganus vulpinus",3668900
"sigatica carolinensis",432100
"sigatica semisulcata",976200
"sigillina cyanea",2010200
"sigillina grandissima",568200
"sigillina signifera",2640400
"sigmistes caulias",74700
"sigmistes smithi",38500
"sigmodota contorta",1944500
"sigmops ebelingi",109209900
"sigmops elongatus",258600400
"sigmops gracilis",24829200
"sigmops longipinnis",21541100
"signigobius biocellatus",2124400
"sigsbeia conifera",944300
"sigsbeia murrhina",1944500
"silhouettea insinuans",2030100
"siliqua patula",409400
"siliqua winteriana",1204400
"siliquaria cumingii",1788900
"sillaginodes punctatus",317600
"sillaginopodys chondropus",3389900
"sillaginops macrolepis",1840300
"sillaginopsis panijus",463900
"sillago aeolus",3189400
"sillago analis",875000
"sillago asiatica",875500
"sillago bassensis",240200
"sillago burrus",1385500
"sillago ciliata",263900
"sillago flindersi",324700
"sillago ingenuua",2953400
"sillago japonica",415000
"sillago lutea",2900700
"sillago maculata",223300
"sillago robusta",199800
"sillago schomburgkii",261700
"sillago sihama",5273300
"sillago vittata",52900
"simenchelys parasitica",13522500
"similiparma lurida",52700
"similipecten eous",1584200
"similiphora intermedia",900400
"simipercis trispinosa",111800
"simnialena uniplicata",1300800
"simomactra falcata",420100
"simorhynchotus antennarius",7989800
"simulamerelina caribaea",1007300
"sinelobus stanfordi",1327400
"sinezona bandeli",277300
"sinezona brevis",173000
"sinezona confusa",979600
"sinezona ferriezi",7239800
"sinezona levigata",154500
"sinezona macleani",7181400
"sinezona pacifica",559500
"sinezona plicata",6628300
"sinobatis borneensis",2832900
"sinobatis bulbicauda",420400
"sinum incisum",197400
"sinum maculatum",1234200
"sinum perspectivum",1540800
"sio nordenskjoldii",74401200
"siokunichthys herrei",3006100
"siokunichthys nigrolineatus",970900
"siphamia argentea",2007700
"siphamia cephalotes",521500
"siphamia corallicola",1801300
"siphamia cuneiceps",1717100
"siphamia elongata",1232800
"siphamia jebbi",3546700
"siphamia majimai",2312400
"siphamia mossambica",759500
"siphamia roseigaster",2742600
"siphamia spinicola",4872900
"siphamia tubifer",6115900
"siphamia tubulata",4114700
"siphonaria atra",2854900
"siphonaria japonica",368000
"siphonaria javanica",4880700
"siphonaria kurracheensis",1139200
"siphonaria laciniosa",5347100
"siphonaria lessoni",442700
"siphonidium ramosum",1364400
"siphonochelus riosi",156400
"siphonodentalium colubridens",15682100
"siphonodentalium dalli",2413400
"siphonodentalium laubieri",414800
"siphonodentalium lobatum",4802600
"siphonodictyon coralliphagum",848900
"siphonodictyon mucosum",5527600
"siphonoecetes striatus",291900
"siphonognathus argyrophanes",233200
"siphonognathus attenuatus",301600
"siphonognathus beddomei",283900
"siphonognathus caninis",182700
"siphonognathus radiatus",226600
"siphonosoma cumanense",6490800
"sipunculus nudus",23614400
"sipunculus phalloides",8889500
"sipunculus polymyotus",1493700
"siratus articulatus",975000
"siratus cailleti",940600
"siratus ciboney",851500
"siratus senegalensis",150200
"siratus springeri",135500
"siratus tenuivaricosus",116500
"siratus thompsoni",266300
"sirembo imberbis",3101800
"sirembo jerdoni",5416300
"siriella armata",714800
"siriella clausi",865700
"siriella jaltensis",779700
"siriella norvegica",1977300
"siriella thompsonii",15391500
"siriella vulgaris",3303900
"situla lanosa",982200
"skenea ossiansarsi",354400
"skeneopsis planorbis",651400
"skogsbergia lerneri",1204700
"skythrenchelys macrostomus",2288500
"skythrenchelys zabra",3793600
"smaragdia viridis",1022700
"smenospongia aurea",539700
"smilium acutum",13700600
"smilium peronii",960500
"sminthea eurygaster",2262000
"smithsonidrilus hummelincki",1036700
"smittipora levinseni",1348900
"snyderidia canina",13076900
"snyderina guentheri",1041800
"snyderina yamanokami",2906300
"soestia zonaria",8769900
"solamen columbianum",783400
"solamen spectabilis",853000
"solanderia secunda",3114900
"solanometra antarctica",495900
"solariella carvalhoi",1220100
"solariella kempi",559900
"solariella lacunella",2046200
"solariella obscura",3169900
"solariella peramabilis",1421400
"solariella varicosa",2248000
"solariorbis blakei",343800
"solariorbis infracarinatus",1183100
"solariorbis multistriatus",1359400
"solaster borealis",442100
"solaster dawsoni",1146200
"solaster endeca",5180100
"solaster paxillatus",1649400
"solaster regularis",4817400
"solaster stimpsoni",1962700
"solaster torulatus",1065500
"solea elongata",619500
"solea ovata",4202300
"solea senegalensis",478700
"solea solea",1052900
"solecurtus cumingianus",1254600
"solecurtus divaricatus",2926700
"solecurtus sanctaemarthae",1454600
"solecurtus strigilatus",695300
"solegnathus dunckeri",164300
"solegnathus hardwickii",6918400
"solegnathus lettiensis",3019800
"solegnathus robustus",375400
"solegnathus spinosissimus",260800
"soleichthys heterorhinos",3506900
"soleichthys maculosus",1193800
"soleichthys oculofasciatus",257700
"soleichthys serpenpellis",1616000
"solemya occidentalis",1161300
"solemya parkinsoni",246700
"solemya reidi",824300
"solemya velum",2029400
"solen gordonis",223800
"solen grandis",2719500
"solen lamarckii",3085100
"solen obliquus",649300
"solen roseomaculatus",5198100
"solen sicarius",297000
"solen strictus",162900
"solenastrea bournoni",1319900
"solenastrea hyades",1223300
"solenocera acuminata",2222400
"solenocera africana",1275300
"solenocera agassizii",192600
"solenocera alfonso",5672800
"solenocera algoensis",437100
"solenocera alticarinata",2079600
"solenocera annectens",4258300
"solenocera atlantidis",2246200
"solenocera australiana",477400
"solenocera choprai",6551100
"solenocera comata",10169200
"solenocera crassicornis",4126600
"solenocera faxoni",7467000
"solenocera florea",308700
"solenocera geijskesi",938800
"solenocera hextii",1950300
"solenocera koelbeli",4314100
"solenocera melantho",5295700
"solenocera membranacea",2940200
"solenocera necopina",2534100
"solenocera pectinata",7390800
"solenocera pectinulata",8809700
"solenocera rathbuni",8672200
"solenocera vioscai",644300
"solenocera waltairensis",6015900
"solenolambrus decemspinosus",820000
"solenolambrus tenellus",1072600
"solenolambrus typicus",2499300
"solenopagurus lineatus",1089900
"solenosmilia variabilis",15519500
"solenosteira cancellaria",525100
"solenostomus armatus",1985300
"solenostomus cyanopterus",5050100
"solenostomus paegnius",2832100
"solenostomus paradoxus",5184200
"solenoxiphus striatulus",7028600
"soletellina diphos",1392000
"solidobalanus auricoma",6273200
"solidobalanus ciliatus",9128100
"solidobalanus maldivensis",6800100
"solidosagitta marri",437300
"solieria chordalis",988500
"solitariopagurus triprobolus",1465600
"solitariopagurus tuerkayi",1999100
"solitas gruveli",406600
"solmissus incisa",16713300
"solmundella bitentaculata",21924000
"solocisquama stellulata",8385400
"somniosus antarcticus",2619100
"somniosus microcephalus",6227300
"somniosus pacificus",2072700
"somniosus rostratus",2744200
"sorosichthys ananassa",411000
"sorsogona melanoptera",2614700
"sorsogona nigripinna",97800
"sorsogona portuguesa",396200
"sorsogona prionota",1229300
"sorsogona tuberculata",5675600
"sotalia fluviatilis",623400
"sotalia guianensis",384300
"sousa teuszii",458200
"spadentalina ingrata",5771200
"spadentalina tubiformis",4982800
"sparisoma amplum",260100
"sparisoma atomarium",1014100
"sparisoma aurofrenatum",820900
"sparisoma axillare",275600
"sparisoma chrysopterum",660500
"sparisoma cretense",610800
"sparisoma frondosum",280000
"sparisoma radians",979300
"sparisoma rubripinne",658400
"sparisoma tuiupiranga",89600
"sparisoma viride",1066900
"sparodon durbanensis",117100
"sparus aurata",853000
"spatangus multispinus",198900
"spatangus purpureus",1864500
"spathochlamys benedicti",3127800
"spectrunculus grandis",48182800
"speloeophorus nodosus",1035800
"speloeophorus pontifer",1426900
"spengleria rostrata",1050500
"speocarcinus carolinensis",3044800
"spermothamnion investiens",1120200
"sperosoma biseriatum",552000
"sphacelaria rigidula",4808200
"sphacelaria tribuloides",3357000
"sphaeramia nematoptera",3059300
"sphaeramia orbicularis",3591400
"sphaerechinus granularis",926400
"sphaerodromia nux",8327900
"sphaeroma annandalei",618400
"sphaeroma quadridentatum",415000
"sphaeroma quoyanum",786900
"sphaeroma serratum",502700
"sphaeroma terebrans",1609300
"sphaeroma walkeri",5979500
"sphaeronectes gracilis",2601500
"sphaerotylus antarcticus",1430700
"sphagemacrurus grenadae",3846800
"sphagemacrurus pumiliceps",15700800
"spheciospongia confoederata",96200
"spheciospongia inconstans",4751200
"spheciospongia purpurea",1908500
"spheciospongia vagabunda",4959000
"spheciospongia vesparium",1149700
"sphenia fragilis",807000
"sphenocarcinus corrosus",1985700
"sphenopus marsupialis",2192800
"sphenotrochus andrewianus",716300
"sphoeroides angusticeps",13400
"sphoeroides annulatus",307300
"sphoeroides dorsalis",1303300
"sphoeroides greeleyi",2048400
"sphoeroides lispus",227300
"sphoeroides lobatus",370400
"sphoeroides maculatus",439000
"sphoeroides nephelus",915800
"sphoeroides pachygaster",16748700
"sphoeroides parvus",328100
"sphoeroides rosenblatti",106100
"sphoeroides sechurae",233100
"sphoeroides spengleri",1599400
"sphoeroides testudineus",1820400
"sphoeroides tyleri",790500
"sphyraena acutipinnis",5428500
"sphyraena afra",380900
